reviewId,content,score,at
41a802fb-e103-4799-b944-f73349104699,genshin wil cherish mani year come man much potenti intrigu stori beauti open world memor charact strateg gameplay move soundtrack ben play sinc much want stay end hard acept direct genshin gone hoyovers refus improv game comun bad everyon either ignor ignor stay away pile garbag ben warn,1,2025-03-16 02:15:28
43600bb0-f4ab-4221-8e8b-0b907c26ebae,first thre version genshin amaz deliv groundbreak open world experi mobil tear in my eye qualiti of life featur becom outdat gameplay fel increasingli repetit relianc limit tear in my eye content fuel fomo find harder enjoy play long might wel go back play breath wild gambl power crepe simul,1,2025-03-02 20:30:29
fb182626-6b45-4952-a711-c25ccf226452,everi tear in my eye login landscap kep chang everyth biger hil clif boulder squirel flower mushrom et cetera charact kep gete smaler take longer get place charact run stigma faster make harder deliveri quest climb clif wal isu charact dodg atack know glitch move slower glitch liyu scren freze,1,2025-03-10 17:38:39
1a954a83-ad49-450a-b66a-c590e282cd48,make event everyon particip fuli left fele left strugl day tri achiev event reward unabl reali want event reward go mad tri get charact fuli built max level stil bad quest design sit page page talk dialogu al want play game skip buton make even anoy restart,1,2025-03-03 19:37:06
ab21364f-fca4-442c-8569-674f69dc99e0,honestli someon play genshin sinc earli earli releas stay long term tear in my eye player becam bore becam quit disapoint reward gener gameplay cours gamer l alway sort problem whenev opinion wise gamestyl wise problem never fix ever heard least acknowledg gete harder defend everi day disapoint bad fel,1,2025-03-06 08:10:42
d687a014-88ae-4cc6-ac78-45c21eacf5df,ben play game sinc version genuin enjoy graphic gameplay quest howev fel releas stori quest ben slow fel like game potenti fuli realiz sinc natlan arc game fel shift particularli regard charact design playstyl sem priorit fan servic origin genshin impact aesthet,1,2025-02-20 09:42:37
7a3407ac-b1a8-48df-97b7-d73bf6b4932e,increasingli long dialogu section tend drag stil implement skip option despit becom standard game section made even awkward vast amount voic act miss in action newest event mayb voic charact everyon els silent grind materi charact advanc like pule teth high end one tear in my eye gate one per wek sign improv anytim son either,1,2025-02-17 13:20:12
0962d12c-0c13-49ca-b2fe-e1a5505f8998,play game phone absolut love recent got chromebok play sinc rune storag phone download download shader close noth reason close got rid al ap factori restart work extrem disapoint sinc use phone preti much everyth genshin take much space work chromebok pleas fix,1,2025-03-22 21:43:20
5bde58e6-74c8-4306-9079-d115cbb1df85,spent upward thousand hour game use great plot interest charact great gameplay everyth last year ben almost exclus make extrem gener sexual woman act like romant interest player plot turn someth kid show longer game worth play stay away,1,2025-02-23 00:29:12
eba14e85-9868-4676-a617-d9f950f75340,use favorit mobil game qualiti sufer unknow reason patch ben empti write teribl earlier patch beter unsur hapen mani mention skip buton nede given repet natur daili dialogu bloat stori develop thru explain yape anim go skip option justifi show tele hope improv,1,2025-01-17 01:42:44
6ed5073d-9f80-4074-bdd1-6f38bf9246e1,ruin game natlan new map anoy explor speciali without new charact mavuika disapoint charact gameplay wise pyro charact dp non educ delinqu anoth one also sem turn waifu game male charact far natlan one almost least import charact stori one star least stori stil decent even wors previou region,1,2024-12-30 15:21:58
83976750-e2fd-46e0-b1f8-de68811d8729,gameplay becom stale progr toward endgam reward becom le reward game receiv necesari chang lot breathtak noth repetit cycl event unfortun potenti game wither away day control suport,1,2025-01-27 02:41:29
9a4977ae-782b-4d70-97d2-3aef13e0bf03,reali like game earli game stori fun like older charact ton isu player continu bring fal deaf ear later game play even scale exp random bad guy run map world level increas much dificult level charact later gameplay along random bug thing refus fix nedl say download one,1,2025-01-16 11:30:56
1ea8d78d-9d16-4738-9384-be9634570ce8,ben play game year howev tear in my eye go becom bore bore sens dialogu stori extrem long especiali side stori import tear in my eye consum adit reward chest complet highli dificult extrem long quest puzl fel reward sem enough sometim l fel tire lazi finish,1,2025-02-15 10:58:49
460ec75d-2398-49de-bfaf-cc8fdc1c439e,dev listen exces dialogu variou artist strike experi becom even wors thing make absolut sens game limit tear in my eye event quest block old stori quest progr absolut me gameplay design come anyth stori quest relat game lost fun long tear in my eye ago continu go downhil recomend,1,2025-01-28 21:16:03
bd0208d7-c9f2-438f-85da-5b3177310ea2,let mainstream medium distract stagnant game at the moment autom teller machin game stingi reward combat gete stale endgam non exist charact design lok god quit mid howev worst part dev either trole refus listen player often implement qualiti of life featur one ask use one lock behind paywal sen touch gra fun play game,1,2025-02-13 15:16:24
4f10ed55-6aef-4638-b24e-674af307b59e,play year money hungri hate player base wel voic actor noth disapoint die sad true much potenti sinc releas left die compani care peopl fel love game life improv significantli delet strongli recomend invest tear in my eye efort game one person use play al tear in my eye strongli recomend game graphic preti,1,2025-03-17 06:47:58
a2347d0f-09fb-496c-b7e1-a8123d9e4e9b,absolut love charact game hate dev treat playerbas play explor fun anymor find plot bore combat fel bore compar game gener play game sem like wast tear in my eye newer stori natlan reali sem interest lot fanservic charact make reali uncomfort play,1,2025-03-10 00:57:50
d621d515-d3bc-4637-ab3a-251f9a696fc5,actuali nation institut of clinic excel play sinc gete reali bore new event charact actuali even fel reali genshin especiali new area natlan lot unecesari technolog futur stuf thought complet fantasi game put al asid mention game start crash lage like reali reali hard especiali new area w never like hope stupid thing gete fix,1,2025-03-19 00:29:30
0989c8f7-daef-46ba-ab12-9b286eab7620,game amaz al aspect would totali recomend friend sher size game where are you much reali enjoy game vertuali unplay big gete mobil edit kile one god charact recent nation suck lot aspect hopefuli next one wil beter honestli uterli disapoint se supos nation war turn my littl poni band parad,1,2025-01-02 22:08:58
ec0feb4a-0de6-4c1f-a5e2-09b90d173c8a,player sinc day fun start loge daili bare log al motiv explor nearli gone chaleng mode asid abi repetit write mainli voic cutscen charact anim jare time ruin imers like game fedback give usel stil control suport android ben year compar star rail fel like get le,1,2024-08-29 07:00:37
c0d7717a-08ed-42e9-8402-cf037c6e3c88,ben play game year super fun play begin howev get al content quit lacklust much outsid event patch updat game ofer litl reward fre play player base reward adventur rank quit disapoint hard level later game,1,2024-01-23 02:38:03
5da508b4-fac8-460b-8b77-3e27f89ebfa9,play game sinc open reali love dragon spine open simpli amaz tear in my eye go becam chore new area usuali thing bit difer background thing could grind noth mayb cute second spiral abi mean infinit grind got tire,1,2024-07-11 21:55:57
4f5e0015-609a-4cd5-9764-4b1b94b58313,whatev reason game use work fine except cutscen crash play use geforc refus open open show black scren promptli crash tri uninst reinstal tok hour by the way restart devic work fun game though,1,2024-02-14 06:27:01
83067423-fcc7-4a93-98d9-3f87a3396af7,god game take much storag love content charact put sweet dream secur digit so drunk card dont high storag devic l end left behind where are you ace game countl updat reali fun cant updat devic end lock requir storag make sens practicali requir onlin play data store externali gue,1,2023-12-20 02:44:10
162a8c8d-de86-4214-b215-beee2a6f5615,honest opinion great game begin becam increasingli grindi end game charact hype broken glitch play advertis other crack game ned someth balanc end game explor worth preti overus puzl quest qualiti life within game desper ned help,1,2021-09-29 02:47:08
77b0ede7-6a7c-496f-bd62-dab1a23e5ba6,activ enjoy game reali long tear in my eye even though sete great amaz featur first stori game go downhil fel like strain nonsens charact all day everi day random make stori progr beter overarch stori wonder get experi finish finish genshin incomplet game seriou gacha rate isu,1,2021-09-30 23:17:32
9547ac4c-686a-40d5-b079-d21a9230fdb0,game start lot potenti everyth god game get right problem gameplay fine often easi stori fine slog inan bloat dialogu charact fine gete gear artifact build worst aspect perhap game ever play like layer horibl random number gener done se improv done wast tear in my eye mayb wuther wave disapoint,1,2024-02-28 21:58:33
5389e4c7-c4dd-41e0-931e-d5417a97a29b,stope play game month ago lacklust reward miniscul content subpar gacha system gameplay great get stale alreadi familiar main gameplay lop resin problem new featur anno domini fix isu usuali prolong inevit artifact luck non exist even use charact ful potenti unl wana pay resin weapon make chang,1,2021-09-29 00:25:33
1ea81449-f216-4cb9-b2c9-c40c857d55d6,honest review play year half fel like got everi content got lvl max game fun anymor non skipe quest lack voic actor bilion dolar game equip farm god charact old ish charact outdat non educ delinqu new charact come year game worst fomo fear mise game fun bit drop lvl,1,2024-01-30 22:46:47
8c08d559-657f-4cb1-819b-54442ddc436d,fun game wish fremogem game updat frequent plenti event updat yeah storag isu destroy phone al memori save phone gone isu ned fix spend hundr compens game isu gete devic specificali game lete thousand spent go wast fix game pleas bet gona get autom respons,1,2023-12-26 04:19:25
0122934d-6c05-457d-878d-f67e698ede1b,amount storag game take insan newest iphon stil abhor plu develop beyond stingey gona make game damn dificult least litl bit gener tri ful wek even though didnt like begin se would one game nede put tear in my eye get invest stil disapoint never gete,1,2022-01-27 01:53:55
07841abd-2009-4bdd-9392-b66f68a323ba,th atempt get review blockad game much promis begin explor sens progres along character great al fel apart tear in my eye due lack dialogu comun charact part kit non function almost year lack meaning inov fish hous nation institut of clinic excel ben perman end game content all day everi day sinc launch heartbreak,1,2021-09-30 07:04:12
df4e8d79-c067-4210-8988-94967faec1ef,honest play sinc liyu came long tear in my eye love game polit correct person comput great stori great charact ton cri out loud explor et cetera et cetera problem mobil nearli unplay unl highest end phone got ultra bare sem run unl al sete set low lok like pixel bluri me hard even se gener,1,2023-12-21 04:15:47
fa17f84d-c691-407a-8f64-fae898cb332c,game start great certain amount tear in my eye l know play game fal flat face sever lack meaning content adit lack comun develop game isu bug balanc lie rather disapoint one star review se today blow back mention isu real shame game start someth special reali fel fel hard,1,2021-09-28 20:33:47
a23139a2-3ffc-4729-ab7a-eada26ad926f,play game religi sinc releas day acord theater gameplay note stope finali got point found enjoy bigest isu inabl adr endgam content lack thereof artifact farm atroci hit mi got even semi viabl set charact bother tri upgrad alway sunk cost sinc end game abi dream team right artifact lucki star final flor ben case sinc game releas never anyth end game relat all day everi day adres wonki drop rate artifact tear in my eye play might ben bad persist long even all day everi day abil convert star late go back enjoy game fun ride love charact put work make beter,1,2021-09-28 18:52:50
68f1ca61-b3fb-4b7e-879b-50d17604ab5f,ben hear god thing game wish could play tri polit correct person comput lagi play tri mobil where are you lagi play tok forev phone download never saw game take long download polit correct person comput might slow run phone problem rune uninst,1,2020-10-10 15:18:07
